Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Dashboard_for_CCC_OCS,Chrome 88.0.4324.146,,,2021-02-05 13:22:41,2021-02-05 13:27:16,4m - 34.687s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for CCC OCS/TC_Search_by_Status,Chrome 88.0.4324.146,,,2021-02-05 13:22:42,2021-02-05 13:26:11,3m - 29.628s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_CCC_OCS/Search_by_STATUS_CCC_OCS.feature"")",Chrome 88.0.4324.146,,,2021-02-05 13:22:42,2021-02-05 13:26:11,3m - 29.413s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for CCC OCS/TC_Search_by_Contract_Number_CCC_OCS,Chrome 88.0.4324.146,,,2021-02-05 13:26:11,2021-02-05 13:26:21,9.276s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_CCC_OCS/Search_by_Contract_Number_CCC_OCS.feature"")",Chrome 88.0.4324.146,,,2021-02-05 13:26:11,2021-02-05 13:26:21,9.190s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for CCC OCS/TC_View_Detail_CCC_OCS,Chrome 88.0.4324.146,,,2021-02-05 13:26:21,2021-02-05 13:27:03,42.606s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_CCC_OCS/View_Detail_CCC_OCS.feature"")",Chrome 88.0.4324.146,,,2021-02-05 13:26:21,2021-02-05 13:27:03,42.526s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for CCC OCS/TC_Export_Data_CCC_OCS,Chrome 88.0.4324.146,,,2021-02-05 13:27:03,2021-02-05 13:27:16,12.960s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_CCC_OCS/Export_Data_CCC_OCS.feature"")",Chrome 88.0.4324.146,,,2021-02-05 13:27:03,2021-02-05 13:27:16,12.881s,PASSED
