Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Dashboard_for_Risk,Chrome 87.0.4280.141,,,2021-01-21 16:01:19,2021-01-21 16:05:52,4m - 33.453s,FAILED
,,,,,,,
Test Cases/RTD/Dashboard for Risk/TC_View_Detail_Dashboard_for_Risk,Chrome 87.0.4280.141,,,2021-01-21 16:01:19,2021-01-21 16:01:59,40.063s,FAILED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_Risk/View_Detail_Dashboard_for_Risk.feature"")",Chrome 87.0.4280.141,,,2021-01-21 16:01:19,2021-01-21 16:01:59,39.905s,FAILED
,,,,,,,
Test Cases/RTD/Dashboard for Risk/TC_Export_Data_Dashboard_for_Risk,Chrome 87.0.4280.141,,,2021-01-21 16:01:59,2021-01-21 16:02:10,10.659s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_Risk/Export_Data_Dashboard_for_Risk.feature"")",Chrome 87.0.4280.141,,,2021-01-21 16:01:59,2021-01-21 16:02:10,10.561s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for Risk/TC_Search_by_STATUS_Dashboard_for_Risk,Chrome 87.0.4280.141,,,2021-01-21 16:02:10,2021-01-21 16:05:45,3m - 35.381s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_Risk/Search_by_STATUS_Dashboard_for_Risk.feature"")",Chrome 87.0.4280.141,,,2021-01-21 16:02:10,2021-01-21 16:05:45,3m - 35.305s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for Risk/TC_Search_by_Contract_Number_Dashboard_for_Risk,Chrome 87.0.4280.141,,,2021-01-21 16:05:45,2021-01-21 16:05:52,7.176s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_Risk/Search_by_Contract_Number_Dashboard_for_Risk.feature"")",Chrome 87.0.4280.141,,,2021-01-21 16:05:45,2021-01-21 16:05:52,7.089s,PASSED
