Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Try,,,,2020-12-21 18:26:16,2020-12-21 18:26:20,3.147s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_TWO_WHEELERS/Update_Tbl_CDS_CDC,,,,2020-12-21 18:26:17,2020-12-21 18:26:20,2.980s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_TWO_WHEELERS/Update_Tbl_CDS_CDC_TRKRegMistake.feature"")",,,,2020-12-21 18:26:17,2020-12-21 18:26:20,2.806s,PASSED
