Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Partner_Disbursement_SBO,Chrome 87.0.4280.141,,,2021-01-21 15:41:37,2021-01-21 15:50:11,8m - 34.274s,FAILED
,,,,,,,
Test Cases/RTD/Partner Disbursement SBO/TC_Search_by_STATUS,Chrome 87.0.4280.141,,,2021-01-21 15:41:37,2021-01-21 15:50:00,8m - 23.116s,FAILED
"runFeatureFile(""Include/features/IST_Real/RTD/Partner Disbursement SBO/Search_by_STATUS.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:41:37,2021-01-21 15:50:00,8m - 22.918s,FAILED
,,,,,,,
Test Cases/RTD/Partner Disbursement SBO/TC_Search_by_OrderID,Chrome 87.0.4280.141,,,2021-01-21 15:50:00,2021-01-21 15:50:04,3.555s,FAILED
"runFeatureFile(""Include/features/IST_Real/RTD/Partner Disbursement SBO/Search_by_OrderID.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:50:00,2021-01-21 15:50:04,3.455s,FAILED
,,,,,,,
Test Cases/RTD/Partner Disbursement SBO/TC_Search_by_Contract_Number,Chrome 87.0.4280.141,,,2021-01-21 15:50:04,2021-01-21 15:50:11,7.393s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Partner Disbursement SBO/Search_by_Contract_Number.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:50:04,2021-01-21 15:50:11,7.309s,PASSED
