Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DRC_IST_Tracker,Chrome 85.0.4183.102,,,2020-09-22 03:38:13,2020-09-22 03:40:14,2m - 1.295s,PASSED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_Database,Chrome 85.0.4183.102,,,2020-09-22 03:38:13,2020-09-22 03:39:15,1m - 1.812s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_Database.feature"")",Chrome 85.0.4183.102,,,2020-09-22 03:38:13,2020-09-22 03:39:15,1m - 1.634s,PASSED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_Oasys,Chrome 85.0.4183.102,,,2020-09-22 03:39:15,2020-09-22 03:39:31,15.876s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_Oasys.feature"")",Chrome 85.0.4183.102,,,2020-09-22 03:39:15,2020-09-22 03:39:31,15.785s,PASSED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_LDAP,Chrome 85.0.4183.102,,,2020-09-22 03:39:31,2020-09-22 03:39:38,7.836s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_LDAP.feature"")",Chrome 85.0.4183.102,,,2020-09-22 03:39:31,2020-09-22 03:39:38,7.747s,PASSED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_CZ,Chrome 85.0.4183.102,,,2020-09-22 03:39:38,2020-09-22 03:40:14,35.579s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_CZ.feature"")",Chrome 85.0.4183.102,,,2020-09-22 03:39:38,2020-09-22 03:40:14,35.491s,PASSED
