Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Hold_Payment_Configuration,Chrome 87.0.4280.141,,,2021-01-22 11:11:04,2021-01-22 11:12:49,1m - 45.232s,PASSED
,,,,,,,
Test Cases/RTD/Hold Payment Configuration/TC_Release_Schedule,Chrome 87.0.4280.141,,,2021-01-22 11:11:04,2021-01-22 11:11:21,17.082s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Hold Payment Configuration/Release_Schedule.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:11:04,2021-01-22 11:11:21,16.920s,PASSED
,,,,,,,
Test Cases/RTD/Hold Payment Configuration/TC_Add_New_Schedule,Chrome 87.0.4280.141,,,2021-01-22 11:11:21,2021-01-22 11:11:48,26.383s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Hold Payment Configuration/Add_New_Schedule.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:11:21,2021-01-22 11:11:48,26.299s,PASSED
,,,,,,,
Test Cases/RTD/Hold Payment Configuration/TC_Date_is_NULL,Chrome 87.0.4280.141,,,2021-01-22 11:11:48,2021-01-22 11:12:26,37.982s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Hold Payment Configuration/Date_is_NULL.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:11:48,2021-01-22 11:12:26,37.900s,PASSED
,,,,,,,
Test Cases/RTD/Hold Payment Configuration/TC_Start_Date_Greater_than_Release_Date,Chrome 87.0.4280.141,,,2021-01-22 11:12:26,2021-01-22 11:12:49,23.595s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Hold Payment Configuration/Start_Date_Greater_than_Release_Date.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:12:26,2021-01-22 11:12:49,23.490s,PASSED
