Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Dashboard_for_Risk,Chrome 88.0.4324.146,,,2021-02-05 13:33:51,2021-02-05 13:37:57,4m - 5.497s,FAILED
,,,,,,,
Test Cases/RTD/Dashboard for Risk/TC_View_Detail_Dashboard_for_Risk,Chrome 88.0.4324.146,,,2021-02-05 13:33:51,2021-02-05 13:34:34,42.931s,FAILED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_Risk/View_Detail_Dashboard_for_Risk.feature"")",Chrome 88.0.4324.146,,,2021-02-05 13:33:51,2021-02-05 13:34:34,42.754s,FAILED
,,,,,,,
Test Cases/RTD/Dashboard for Risk/TC_Export_Data_Dashboard_for_Risk,Chrome 88.0.4324.146,,,2021-02-05 13:34:34,2021-02-05 13:34:45,11.200s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_Risk/Export_Data_Dashboard_for_Risk.feature"")",Chrome 88.0.4324.146,,,2021-02-05 13:34:34,2021-02-05 13:34:45,11.082s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for Risk/TC_Search_by_STATUS_Dashboard_for_Risk,Chrome 88.0.4324.146,,,2021-02-05 13:34:45,2021-02-05 13:37:46,3m - 0.711s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_Risk/Search_by_STATUS_Dashboard_for_Risk.feature"")",Chrome 88.0.4324.146,,,2021-02-05 13:34:46,2021-02-05 13:37:46,3m - 0.628s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for Risk/TC_Search_by_Contract_Number_Dashboard_for_Risk,Chrome 88.0.4324.146,,,2021-02-05 13:37:46,2021-02-05 13:37:57,10.479s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_Risk/Search_by_Contract_Number_Dashboard_for_Risk.feature"")",Chrome 88.0.4324.146,,,2021-02-05 13:37:46,2021-02-05 13:37:57,10.401s,PASSED
