Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Dashboard_for_BO_In_Payment,Chrome 87.0.4280.141,,,2021-01-19 16:04:56,2021-01-19 16:08:55,3m - 59.725s,FAILED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Search_by_Status,Chrome 87.0.4280.141,,,2021-01-19 16:04:56,2021-01-19 16:08:19,3m - 23.034s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Search_by_Status.feature"")",Chrome 87.0.4280.141,,,2021-01-19 16:04:56,2021-01-19 16:08:19,3m - 22.850s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_View_Detail,Chrome 87.0.4280.141,,,2021-01-19 16:08:19,2021-01-19 16:08:19,0.206s,FAILED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/V.feature"")",Chrome 87.0.4280.141,,,2021-01-19 16:08:19,2021-01-19 16:08:19,0.107s,FAILED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Export_Data,Chrome 87.0.4280.141,,,2021-01-19 16:08:19,2021-01-19 16:08:29,9.897s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Export_Data.feature"")",Chrome 87.0.4280.141,,,2021-01-19 16:08:19,2021-01-19 16:08:29,9.813s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Generate_Outpayment,Chrome 87.0.4280.141,,,2021-01-19 16:08:29,2021-01-19 16:08:49,19.606s,FAILED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Generate_Outpayment.feature"")",Chrome 87.0.4280.141,,,2021-01-19 16:08:29,2021-01-19 16:08:49,19.522s,FAILED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Search_by_Contract_Number,Chrome 87.0.4280.141,,,2021-01-19 16:08:49,2021-01-19 16:08:55,6.782s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Search_by_Contract_Number.feature"")",Chrome 87.0.4280.141,,,2021-01-19 16:08:49,2021-01-19 16:08:55,6.705s,PASSED
