Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Disbursement_Dashboard,Chrome 88.0.4324.146,,,2021-02-05 13:10:53,2021-02-05 13:15:09,4m - 15.764s,PASSED
,,,,,,,
Test Cases/RTD/Disbursement Dashboard/TC_View_Detail_Disbursement_Dashboard,Chrome 88.0.4324.146,,,2021-02-05 13:10:53,2021-02-05 13:11:41,48.216s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Disbursement_Dashboard/View_Detail_Disbursement_Dashboard.feature"")",Chrome 88.0.4324.146,,,2021-02-05 13:10:53,2021-02-05 13:11:41,48.018s,PASSED
,,,,,,,
Test Cases/RTD/Disbursement Dashboard/TC_Search_by_Contract_Number_Disbursement_Dashboard,Chrome 88.0.4324.146,,,2021-02-05 13:11:41,2021-02-05 13:11:50,8.677s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Disbursement_Dashboard/Search_by_Contract_Number_Disbursement_Dashboard.feature"")",Chrome 88.0.4324.146,,,2021-02-05 13:11:42,2021-02-05 13:11:50,8.558s,PASSED
,,,,,,,
Test Cases/RTD/Disbursement Dashboard/TC_Search_by_STATUS_Disbursement_Dashboard,Chrome 88.0.4324.146,,,2021-02-05 13:11:50,2021-02-05 13:14:56,3m - 5.600s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Disbursement_Dashboard/Search_by_STATUS_Disbursement_Dashboard.feature"")",Chrome 88.0.4324.146,,,2021-02-05 13:11:50,2021-02-05 13:14:56,3m - 5.520s,PASSED
,,,,,,,
Test Cases/RTD/Disbursement Dashboard/TC_Export_Data_Disbursement_Dashboard,Chrome 88.0.4324.146,,,2021-02-05 13:14:56,2021-02-05 13:15:09,13.042s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Disbursement_Dashboard/Export_Data_Disbursement_Dashboard.feature"")",Chrome 88.0.4324.146,,,2021-02-05 13:14:56,2021-02-05 13:15:09,12.951s,PASSED
