Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_SLIK_Bulk_Request_MPF,Chrome 86.0.4240.111,,,2020-10-27 16:41:09,2020-10-27 16:41:49,40.224s,PASSED
,,,,,,,
Test Cases/IST_Real/SLIK/SLIK_Bulk_Request_MPF/SLIK Bulk Request MPF NORMAL,Chrome 86.0.4240.111,,,2020-10-27 16:41:09,2020-10-27 16:41:49,40.024s,PASSED
"runFeatureFile(""Include/features/IST_Real/SLIK/SLIK Bulk Request MPF/SLIK Bulk Request MPF_NORMAL.feature"")",Chrome 86.0.4240.111,,,2020-10-27 16:41:10,2020-10-27 16:41:49,39.843s,PASSED
