Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RTD,Chrome 87.0.4280.141,,,2021-01-21 15:50:26,2021-01-21 15:50:35,9.168s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Failed_Due_to_Not_Supported_Bank,Chrome 87.0.4280.141,,,2021-01-21 15:50:26,2021-01-21 15:50:30,4.080s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Failed_Due_to_Not_Supported_Bank.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:50:27,2021-01-21 15:50:30,3.899s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Eligible_to_Disburse,Chrome 87.0.4280.141,,,2021-01-21 15:50:30,2021-01-21 15:50:31,0.535s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Eligible_to_Disburse.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:50:31,2021-01-21 15:50:31,0.398s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Ready_to_Disburse,Chrome 87.0.4280.141,,,2021-01-21 15:50:31,2021-01-21 15:50:31,0.393s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Ready_to_Disburse.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:50:31,2021-01-21 15:50:31,0.290s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Waiting_for_Approval_from_InPayment,Chrome 87.0.4280.141,,,2021-01-21 15:50:31,2021-01-21 15:50:32,0.368s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Waiting_for_Approval_from_InPayment.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:50:32,2021-01-21 15:50:32,0.272s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_DONE,Chrome 87.0.4280.141,,,2021-01-21 15:50:32,2021-01-21 15:50:32,0.415s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_DONE.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:50:32,2021-01-21 15:50:32,0.330s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Waiting_Approval_From_Risk,Chrome 87.0.4280.141,,,2021-01-21 15:50:32,2021-01-21 15:50:33,0.366s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Waiting_Approval_From_Risk.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:50:32,2021-01-21 15:50:33,0.266s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Manual_DIsbursment,Chrome 87.0.4280.141,,,2021-01-21 15:50:33,2021-01-21 15:50:33,0.497s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Manual_DIsbursment.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:50:33,2021-01-21 15:50:33,0.390s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_is_Not_Eligible_to_Disburse,Chrome 87.0.4280.141,,,2021-01-21 15:50:33,2021-01-21 15:50:34,0.423s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_is_Not_Eligible_to_Disburse.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:50:33,2021-01-21 15:50:34,0.343s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Insufficient_Fund,Chrome 87.0.4280.141,,,2021-01-21 15:50:34,2021-01-21 15:50:34,0.402s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Insufficient_Fund.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:50:34,2021-01-21 15:50:34,0.319s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Failed_Due_to_System_Error,Chrome 87.0.4280.141,,,2021-01-21 15:50:34,2021-01-21 15:50:34,0.462s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Failed_Due_to_System_Error.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:50:34,2021-01-21 15:50:34,0.374s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Success_to_Disburse,Chrome 87.0.4280.141,,,2021-01-21 15:50:34,2021-01-21 15:50:35,0.340s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Success_to_Disburse.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:50:34,2021-01-21 15:50:35,0.248s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Failed_Due_to_Invalid_Bank_Account,Chrome 87.0.4280.141,,,2021-01-21 15:50:35,2021-01-21 15:50:35,0.314s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Failed_Due_to_Invalid_Bank_Account.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:50:35,2021-01-21 15:50:35,0.233s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Waiting_Partner_Confirmation,Chrome 87.0.4280.141,,,2021-01-21 15:50:35,2021-01-21 15:50:35,0.330s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Waiting_Partner_Confirmation.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:50:35,2021-01-21 15:50:35,0.244s,PASSED
