Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Hold_Payment_Configuration,Chrome 87.0.4280.141,,,2021-01-21 15:32:19,2021-01-21 15:33:54,1m - 35.139s,PASSED
,,,,,,,
Test Cases/RTD/Hold Payment Configuration/TC_Release_Schedule,Chrome 87.0.4280.141,,,2021-01-21 15:32:19,2021-01-21 15:32:35,15.897s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Hold Payment Configuration/Release_Schedule.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:32:20,2021-01-21 15:32:35,15.671s,PASSED
,,,,,,,
Test Cases/RTD/Hold Payment Configuration/TC_Add_New_Schedule,Chrome 87.0.4280.141,,,2021-01-21 15:32:35,2021-01-21 15:32:58,22.463s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Hold Payment Configuration/Add_New_Schedule.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:32:35,2021-01-21 15:32:58,22.368s,PASSED
,,,,,,,
Test Cases/RTD/Hold Payment Configuration/TC_Date_is_NULL,Chrome 87.0.4280.141,,,2021-01-21 15:32:58,2021-01-21 15:33:35,37.558s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Hold Payment Configuration/Date_is_NULL.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:32:58,2021-01-21 15:33:35,37.463s,PASSED
,,,,,,,
Test Cases/RTD/Hold Payment Configuration/TC_Start_Date_Greater_than_Release_Date,Chrome 87.0.4280.141,,,2021-01-21 15:33:35,2021-01-21 15:33:54,18.978s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Hold Payment Configuration/Start_Date_Greater_than_Release_Date.feature"")",Chrome 87.0.4280.141,,,2021-01-21 15:33:35,2021-01-21 15:33:54,18.887s,PASSED
