Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Dashboard_for_BO_In_Payment,Chrome 87.0.4280.141,,,2021-01-19 21:24:12,2021-01-19 21:29:11,4m - 59.722s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Search_by_Status,Chrome 87.0.4280.141,,,2021-01-19 21:24:12,2021-01-19 21:27:38,3m - 25.809s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Search_by_Status.feature"")",Chrome 87.0.4280.141,,,2021-01-19 21:24:12,2021-01-19 21:27:38,3m - 25.627s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_View_Detail,Chrome 87.0.4280.141,,,2021-01-19 21:27:38,2021-01-19 21:28:19,41.467s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/View_Detail.feature"")",Chrome 87.0.4280.141,,,2021-01-19 21:27:38,2021-01-19 21:28:19,41.384s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Export_Data,Chrome 87.0.4280.141,,,2021-01-19 21:28:19,2021-01-19 21:28:29,9.920s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Export_Data.feature"")",Chrome 87.0.4280.141,,,2021-01-19 21:28:19,2021-01-19 21:28:29,9.841s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Generate_Outpayment,Chrome 87.0.4280.141,,,2021-01-19 21:28:29,2021-01-19 21:29:04,35.317s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Generate_Outpayment.feature"")",Chrome 87.0.4280.141,,,2021-01-19 21:28:29,2021-01-19 21:29:04,35.240s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Search_by_Contract_Number,Chrome 87.0.4280.141,,,2021-01-19 21:29:04,2021-01-19 21:29:11,7.019s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Search_by_Contract_Number.feature"")",Chrome 87.0.4280.141,,,2021-01-19 21:29:05,2021-01-19 21:29:11,6.933s,PASSED
