Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_BLIBLI,Chrome 87.0.4280.67,,,2020-11-23 15:14:06,2020-11-23 15:31:58,17m - 52.669s,FAILED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/TC BLIBLI - Update Tbl CDS CDC TRKRegMistake,Chrome 87.0.4280.67,,,2020-11-23 15:14:06,2020-11-23 15:14:10,4.480s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/Update_Tbl_CDS_CDC_TRKRegMistake.feature"")",Chrome 87.0.4280.67,,,2020-11-23 15:14:06,2020-11-23 15:14:10,4.302s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/TC BLIBLI - Check Mistake Matrix,Chrome 87.0.4280.67,,,2020-11-23 15:14:10,2020-11-23 15:14:57,46.635s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/BliBli_Check_Mistake_Matrix.feature"")",Chrome 87.0.4280.67,,,2020-11-23 15:14:10,2020-11-23 15:14:57,46.539s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/TC BLIBLI - Update Tbl CDS CDC TRKRegMistake,Chrome 87.0.4280.67,,,2020-11-23 15:14:57,2020-11-23 15:15:00,2.614s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/Update_Tbl_CDS_CDC_TRKRegMistake.feature"")",Chrome 87.0.4280.67,,,2020-11-23 15:14:57,2020-11-23 15:15:00,2.609s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/TC BLIBLI - Contract Dispatcher BLIBLI,Chrome 87.0.4280.67,,,2020-11-23 15:15:00,2020-11-23 15:16:00,1m - 0.810s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/Contract_Dispatcher_BLIBLI.feature"")",Chrome 87.0.4280.67,,,2020-11-23 15:15:00,2020-11-23 15:16:00,1m - 0.727s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/TC BLIBLI - Update Tbl CDS CDC TRKRegMistake,Chrome 87.0.4280.67,,,2020-11-23 15:16:00,2020-11-23 15:16:01,0.957s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/Update_Tbl_CDS_CDC_TRKRegMistake.feature"")",Chrome 87.0.4280.67,,,2020-11-23 15:16:00,2020-11-23 15:16:01,0.953s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/TC BLIBLI - Claim Contract BLIBLI then Save it Without Register Any Mistakes,Chrome 87.0.4280.67,,,2020-11-23 15:16:01,2020-11-23 15:16:44,43.052s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/Claim_Contract_BLIBLI_then_Save_it_Without_Register_Any_Mistakes.feature"")",Chrome 87.0.4280.67,,,2020-11-23 15:16:01,2020-11-23 15:16:44,42.945s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/TC BLIBLI - Update Tbl CDS CDC TRKRegMistake,Chrome 87.0.4280.67,,,2020-11-23 15:16:44,2020-11-23 15:16:46,1.295s,PASSED
