Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_SLIK_Gateway_Customer,Chrome 85.0.4183.102,,,2020-09-22 23:21:34,2020-09-22 23:24:08,2m - 34.131s,PASSED
,,,,,,,
Test Cases/IST_Real/SLIK/SLIK_Gateway_Customer/Open_Menu_SLIK_Gateway_Customer,Chrome 85.0.4183.102,,,2020-09-22 23:21:34,2020-09-22 23:22:17,42.634s,PASSED
"runFeatureFile(""Include/features/IST_Real/SLIK/SLIK Gateway Customer/Open_Menu_SLIK_Gateway_Customer.feature"")",Chrome 85.0.4183.102,,,2020-09-22 23:21:34,2020-09-22 23:22:17,42.383s,PASSED
,,,,,,,
Test Cases/IST_Real/SLIK/SLIK_Gateway_Customer/SLIK Gateway Customer Checking,Chrome 85.0.4183.102,,,2020-09-22 23:22:17,2020-09-22 23:23:12,55.529s,PASSED
"runFeatureFile(""Include/features/IST_Real/SLIK/SLIK Gateway Customer/SLIK Gateway Customer Checking.feature"")",Chrome 85.0.4183.102,,,2020-09-22 23:22:17,2020-09-22 23:23:12,55.434s,PASSED
,,,,,,,
Test Cases/IST_Real/SLIK/SLIK_Gateway_Customer/SELECT_KTP_NUMBER_CUSTOMER_from_DB,Chrome 85.0.4183.102,,,2020-09-22 23:23:12,2020-09-22 23:23:13,1.060s,PASSED
"runFeatureFile(""Include/features/IST_Real/SLIK/SLIK Gateway Customer/SELECT_KTP_NUMBER_CUSTOMER_from_DB.feature"")",Chrome 85.0.4183.102,,,2020-09-22 23:23:12,2020-09-22 23:23:13,0.971s,PASSED
,,,,,,,
Test Cases/IST_Real/SLIK/SLIK_Gateway_Customer/SLIK Gateaway Customer Search_By_KTP,Chrome 85.0.4183.102,,,2020-09-22 23:23:13,2020-09-22 23:23:30,16.576s,PASSED
"runFeatureFile(""Include/features/IST_Real/SLIK/SLIK Gateway Customer/SLIK Gateaway Customer Search_By_KTP.feature"")",Chrome 85.0.4183.102,,,2020-09-22 23:23:14,2020-09-22 23:23:30,16.471s,PASSED
,,,,,,,
Test Cases/IST_Real/SLIK/SLIK_Gateway_Customer/SLIK_Gateway_Customer_Search_By_Status_SUCCESS,Chrome 85.0.4183.102,,,2020-09-22 23:23:30,2020-09-22 23:23:45,15.093s,PASSED
"runFeatureFile(""Include/features/IST_Real/SLIK/SLIK Gateway Customer/SLIK_Gateway_Customer_Search_By_Status_SUCCESS.feature"")",Chrome 85.0.4183.102,,,2020-09-22 23:23:30,2020-09-22 23:23:45,15.004s,PASSED
,,,,,,,
Test Cases/IST_Real/SLIK/SLIK_Gateway_Customer/SLIK_Gateway_Customer_View_Detail,Chrome 85.0.4183.102,,,2020-09-22 23:23:45,2020-09-22 23:24:08,22.422s,PASSED
"runFeatureFile(""Include/features/IST_Real/SLIK/SLIK Gateway Customer/SLIK_Gateway_Customer_View_Detail.feature"")",Chrome 85.0.4183.102,,,2020-09-22 23:23:45,2020-09-22 23:24:08,22.333s,PASSED
,,,,,,,
Test Cases/IST_Real/SLIK/SLIK_Gateway_Customer/Delete_KTPNumber_From_DB,Chrome 85.0.4183.102,,,2020-09-22 23:24:08,2020-09-22 23:24:08,0.618s,PASSED
"runFeatureFile(""Include/features/IST_Real/SLIK/SLIK Gateway Customer/Delete_KTPNumber_From_DB.feature"")",Chrome 85.0.4183.102,,,2020-09-22 23:24:08,2020-09-22 23:24:08,0.520s,PASSED
