Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_SLIK_Gateway_Approval_Non_Customer,Chrome 86.0.4240.111,,,2020-10-30 12:03:29,2020-10-30 12:07:14,3m - 45.136s,PASSED
,,,,,,,
Test Cases/IST_Real/SLIK/SLIK_Gateway_Non_Customer/SLIK Gateway Non Customer Checking,Chrome 86.0.4240.111,,,2020-10-30 12:03:29,2020-10-30 12:04:51,1m - 22.453s,PASSED
"runFeatureFile(""Include/features/IST_Real/SLIK/SLIK Gateway Non Customer/SLIK Gateway Non Customer Checking.feature"")",Chrome 86.0.4240.111,,,2020-10-30 12:03:29,2020-10-30 12:04:51,1m - 22.260s,PASSED
,,,,,,,
Test Cases/IST_Real/SLIK/SLIK_Gateway_Approval_Non_Customer/Check KTP number based on maker and checker,Chrome 86.0.4240.111,,,2020-10-30 12:04:51,2020-10-30 12:05:01,9.919s,PASSED
"runFeatureFile(""Include/features/IST_Real/SLIK/SLIK Gateway Approval Non Customer/Check KTP number based on maker and checker.feature"")",Chrome 86.0.4240.111,,,2020-10-30 12:04:51,2020-10-30 12:05:01,9.806s,PASSED
,,,,,,,
Test Cases/IST_Real/SLIK/SLIK_Gateway_Approval_Non_Customer/Approve KTP Number,Chrome 86.0.4240.111,,,2020-10-30 12:05:01,2020-10-30 12:05:34,32.938s,PASSED
"runFeatureFile(""Include/features/IST_Real/SLIK/SLIK Gateway Approval Non Customer/Approve_KTP_Number.feature"")",Chrome 86.0.4240.111,,,2020-10-30 12:05:01,2020-10-30 12:05:34,32.841s,PASSED
,,,,,,,
Test Cases/IST_Real/SLIK/SLIK_Gateway_Non_Customer/SLIK Gateway Non Customer Checking,Chrome 86.0.4240.111,,,2020-10-30 12:05:34,2020-10-30 12:06:50,1m - 16.166s,PASSED
"runFeatureFile(""Include/features/IST_Real/SLIK/SLIK Gateway Non Customer/SLIK Gateway Non Customer Checking.feature"")",Chrome 86.0.4240.111,,,2020-10-30 12:05:34,2020-10-30 12:06:50,1m - 16.161s,PASSED
,,,,,,,
Test Cases/IST_Real/SLIK/SLIK_Gateway_Approval_Non_Customer/Reject KTP Number,Chrome 86.0.4240.111,,,2020-10-30 12:06:50,2020-10-30 12:07:14,23.428s,PASSED
"runFeatureFile(""Include/features/IST_Real/SLIK/SLIK Gateway Approval Non Customer/Reject_KTP_Number.feature"")",Chrome 86.0.4240.111,,,2020-10-30 12:06:50,2020-10-30 12:07:14,23.329s,PASSED
