Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_BLIBLI,Chrome 87.0.4280.67,,,2020-11-23 22:29:58,2020-11-23 22:37:48,7m - 50.103s,FAILED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/TC BLIBLI - Update Tbl CDS CDC TRKRegMistake,Chrome 87.0.4280.67,,,2020-11-23 22:29:58,2020-11-23 22:30:01,3.240s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/Update_Tbl_CDS_CDC_TRKRegMistake.feature"")",Chrome 87.0.4280.67,,,2020-11-23 22:29:58,2020-11-23 22:30:01,3.052s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/TC BLIBLI - Check Mistake Matrix,Chrome 87.0.4280.67,,,2020-11-23 22:30:01,2020-11-23 22:30:49,47.709s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/BliBli_Check_Mistake_Matrix.feature"")",Chrome 87.0.4280.67,,,2020-11-23 22:30:01,2020-11-23 22:30:49,47.615s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/TC BLIBLI - Update Tbl CDS CDC TRKRegMistake,Chrome 87.0.4280.67,,,2020-11-23 22:30:49,2020-11-23 22:30:50,1.023s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/Update_Tbl_CDS_CDC_TRKRegMistake.feature"")",Chrome 87.0.4280.67,,,2020-11-23 22:30:49,2020-11-23 22:30:50,1.019s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/TC BLIBLI - Contract Dispatcher BLIBLI,Chrome 87.0.4280.67,,,2020-11-23 22:30:50,2020-11-23 22:32:08,1m - 18.746s,FAILED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/Contract_Dispatcher_BLIBLI.feature"")",Chrome 87.0.4280.67,,,2020-11-23 22:30:50,2020-11-23 22:32:08,1m - 18.666s,FAILED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/TC BLIBLI - Update Tbl CDS CDC TRKRegMistake,Chrome 87.0.4280.67,,,2020-11-23 22:32:08,2020-11-23 22:32:11,2.886s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/Update_Tbl_CDS_CDC_TRKRegMistake.feature"")",Chrome 87.0.4280.67,,,2020-11-23 22:32:08,2020-11-23 22:32:11,2.882s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BLIBLI/TC BLIBLI - Claim Contract BLIBLI then Save it Without Register Any Mistakes,Chrome 87.0.4280.67,,,2020-11-23 22:32:11,2020-11-23 22:32:57,46.113s,PASSED
