Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Dashboard_for_Risk,Chrome 87.0.4280.141,,,2021-01-22 11:00:45,2021-01-22 11:04:23,3m - 37.775s,FAILED
,,,,,,,
Test Cases/RTD/Dashboard for Risk/TC_View_Detail_Dashboard_for_Risk,Chrome 87.0.4280.141,,,2021-01-22 11:00:46,2021-01-22 11:01:27,40.929s,FAILED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_Risk/View_Detail_Dashboard_for_Risk.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:00:46,2021-01-22 11:01:27,40.742s,FAILED
,,,,,,,
Test Cases/RTD/Dashboard for Risk/TC_Export_Data_Dashboard_for_Risk,Chrome 87.0.4280.141,,,2021-01-22 11:01:27,2021-01-22 11:01:37,10.471s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_Risk/Export_Data_Dashboard_for_Risk.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:01:27,2021-01-22 11:01:37,10.348s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for Risk/TC_Search_by_STATUS_Dashboard_for_Risk,Chrome 87.0.4280.141,,,2021-01-22 11:01:37,2021-01-22 11:04:16,2m - 39.294s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_Risk/Search_by_STATUS_Dashboard_for_Risk.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:01:37,2021-01-22 11:04:16,2m - 39.203s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for Risk/TC_Search_by_Contract_Number_Dashboard_for_Risk,Chrome 87.0.4280.141,,,2021-01-22 11:04:16,2021-01-22 11:04:23,6.877s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_Risk/Search_by_Contract_Number_Dashboard_for_Risk.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:04:16,2021-01-22 11:04:23,6.795s,PASSED
