Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DRC_IST_Tracker,Chrome 87.0.4280.88,,,2020-12-18 01:14:11,2020-12-18 01:17:57,3m - 46.209s,PASSED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_LDAP,Chrome 87.0.4280.88,,,2020-12-18 01:14:11,2020-12-18 01:14:23,12.105s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_LDAP.feature"")",Chrome 87.0.4280.88,,,2020-12-18 01:14:11,2020-12-18 01:14:23,11.918s,PASSED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_Database,Chrome 87.0.4280.88,,,2020-12-18 01:14:23,2020-12-18 01:15:53,1m - 29.221s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_Database.feature"")",Chrome 87.0.4280.88,,,2020-12-18 01:14:23,2020-12-18 01:15:53,1m - 29.133s,PASSED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_CZ,Chrome 87.0.4280.88,,,2020-12-18 01:15:53,2020-12-18 01:17:21,1m - 28.373s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_CZ.feature"")",Chrome 87.0.4280.88,,,2020-12-18 01:15:53,2020-12-18 01:17:21,1m - 28.286s,PASSED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_Oasys,Chrome 87.0.4280.88,,,2020-12-18 01:17:21,2020-12-18 01:17:45,23.844s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_Oasys.feature"")",Chrome 87.0.4280.88,,,2020-12-18 01:17:21,2020-12-18 01:17:45,23.751s,PASSED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Send_Email,Chrome 87.0.4280.88,,,2020-12-18 01:17:45,2020-12-18 01:17:57,12.459s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Send_Email.feature"")",Chrome 87.0.4280.88,,,2020-12-18 01:17:45,2020-12-18 01:17:57,12.375s,PASSED
