Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Partner_Disbursement,Chrome 87.0.4280.141,,,2021-01-21 17:50:10,2021-01-21 17:57:46,7m - 35.963s,FAILED
,,,,,,,
Test Cases/RTD/Partner Disbursement/TC_Search_by_STATUS,Chrome 87.0.4280.141,,,2021-01-21 17:50:11,2021-01-21 17:57:05,6m - 54.738s,FAILED
"runFeatureFile(""Include/features/IST_Real/RTD/Partner_Disbursement/Search_by_STATUS.feature"")",Chrome 87.0.4280.141,,,2021-01-21 17:50:11,2021-01-21 17:57:05,6m - 54.599s,FAILED
,,,,,,,
Test Cases/RTD/Partner Disbursement/TC_Export_Data,Chrome 87.0.4280.141,,,2021-01-21 17:57:05,2021-01-21 17:57:15,9.772s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Partner_Disbursement/Export_Data.feature"")",Chrome 87.0.4280.141,,,2021-01-21 17:57:05,2021-01-21 17:57:15,9.690s,PASSED
,,,,,,,
Test Cases/RTD/Partner Disbursement/TC_Search_by_OrderID,Chrome 87.0.4280.141,,,2021-01-21 17:57:15,2021-01-21 17:57:22,7.091s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Partner_Disbursement/Search_by_OrderID.feature"")",Chrome 87.0.4280.141,,,2021-01-21 17:57:15,2021-01-21 17:57:22,7.017s,PASSED
,,,,,,,
Test Cases/RTD/Partner Disbursement/TC_Search_by_Contract_Number,Chrome 87.0.4280.141,,,2021-01-21 17:57:22,2021-01-21 17:57:29,6.953s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Partner_Disbursement/Search_by_Contract_Number.feature"")",Chrome 87.0.4280.141,,,2021-01-21 17:57:22,2021-01-21 17:57:29,6.877s,PASSED
,,,,,,,
Test Cases/RTD/Partner Disbursement/TC_Hold_Payment,Chrome 87.0.4280.141,,,2021-01-21 17:57:29,2021-01-21 17:57:46,17.244s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Partner_Disbursement/Hold_Payment.feature"")",Chrome 87.0.4280.141,,,2021-01-21 17:57:29,2021-01-21 17:57:46,17.166s,PASSED
