Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Dashboard_for_BO_In_Payment,Chrome 87.0.4280.141,,,2021-01-22 11:54:53,2021-01-22 11:58:52,3m - 59.024s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Search_by_Status,Chrome 87.0.4280.141,,,2021-01-22 11:54:53,2021-01-22 11:57:19,2m - 25.781s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Search_by_Status.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:54:53,2021-01-22 11:57:19,2m - 25.620s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_View_Detail,Chrome 87.0.4280.141,,,2021-01-22 11:57:19,2021-01-22 11:57:59,40.847s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/View_Detail.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:57:19,2021-01-22 11:57:59,40.763s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Export_Data,Chrome 87.0.4280.141,,,2021-01-22 11:57:59,2021-01-22 11:58:09,9.581s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Export_Data.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:58:00,2021-01-22 11:58:09,9.500s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Generate_Outpayment,Chrome 87.0.4280.141,,,2021-01-22 11:58:09,2021-01-22 11:58:42,32.841s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Generate_Outpayment.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:58:09,2021-01-22 11:58:42,32.762s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Search_by_Contract_Number,Chrome 87.0.4280.141,,,2021-01-22 11:58:42,2021-01-22 11:58:52,9.798s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Search_by_Contract_Number.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:58:42,2021-01-22 11:58:52,9.717s,PASSED
