Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Partner_Disbursement_SBO,Chrome 88.0.4324.146,,,2021-02-05 13:15:57,2021-02-05 13:20:41,4m - 44.741s,PASSED
,,,,,,,
Test Cases/RTD/Partner Disbursement SBO/TC_Search_by_STATUS,Chrome 88.0.4324.146,,,2021-02-05 13:15:57,2021-02-05 13:20:25,4m - 27.940s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Partner Disbursement SBO/Search_by_STATUS.feature"")",Chrome 88.0.4324.146,,,2021-02-05 13:15:57,2021-02-05 13:20:25,4m - 27.753s,PASSED
,,,,,,,
Test Cases/RTD/Partner Disbursement SBO/TC_Search_by_OrderID,Chrome 88.0.4324.146,,,2021-02-05 13:20:25,2021-02-05 13:20:33,8.177s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Partner Disbursement SBO/Search_by_OrderID.feature"")",Chrome 88.0.4324.146,,,2021-02-05 13:20:25,2021-02-05 13:20:33,8.087s,PASSED
,,,,,,,
Test Cases/RTD/Partner Disbursement SBO/TC_Search_by_Contract_Number,Chrome 88.0.4324.146,,,2021-02-05 13:20:33,2021-02-05 13:20:41,8.446s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Partner Disbursement SBO/Search_by_Contract_Number.feature"")",Chrome 88.0.4324.146,,,2021-02-05 13:20:33,2021-02-05 13:20:41,8.366s,PASSED
