Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DRC_IST_Tracker,Chrome 87.0.4280.88,,,2020-12-08 22:17:16,2020-12-08 22:19:26,2m - 9.551s,FAILED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_LDAP,Chrome 87.0.4280.88,,,2020-12-08 22:17:16,2020-12-08 22:17:28,11.410s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_LDAP.feature"")",Chrome 87.0.4280.88,,,2020-12-08 22:17:17,2020-12-08 22:17:28,11.236s,PASSED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_Database,Chrome 87.0.4280.88,,,2020-12-08 22:17:28,2020-12-08 22:18:02,33.786s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_Database.feature"")",Chrome 87.0.4280.88,,,2020-12-08 22:17:28,2020-12-08 22:18:02,33.695s,PASSED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_CZ,Chrome 87.0.4280.88,,,2020-12-08 22:18:02,2020-12-08 22:19:03,1m - 1.253s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_CZ.feature"")",Chrome 87.0.4280.88,,,2020-12-08 22:18:02,2020-12-08 22:19:03,1m - 1.169s,PASSED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_Oasys,Chrome 87.0.4280.88,,,2020-12-08 22:19:03,2020-12-08 22:19:17,13.737s,FAILED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_Oasys.feature"")",Chrome 87.0.4280.88,,,2020-12-08 22:19:03,2020-12-08 22:19:17,13.649s,FAILED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Send_Email,Chrome 87.0.4280.88,,,2020-12-08 22:19:17,2020-12-08 22:19:26,9.179s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Send_Email.feature"")",Chrome 87.0.4280.88,,,2020-12-08 22:19:17,2020-12-08 22:19:26,9.096s,PASSED
