Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Dashboard_for_CCC_OCS,Chrome 87.0.4280.141,,,2021-01-22 11:50:13,2021-01-22 11:54:05,3m - 51.769s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for CCC OCS/TC_Search_by_Status,Chrome 87.0.4280.141,,,2021-01-22 11:50:14,2021-01-22 11:53:08,2m - 54.292s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_CCC_OCS/Search_by_STATUS_CCC_OCS.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:50:14,2021-01-22 11:53:08,2m - 54.107s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for CCC OCS/TC_Search_by_Contract_Number_CCC_OCS,Chrome 87.0.4280.141,,,2021-01-22 11:53:08,2021-01-22 11:53:15,6.757s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_CCC_OCS/Search_by_Contract_Number_CCC_OCS.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:53:08,2021-01-22 11:53:15,6.673s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for CCC OCS/TC_View_Detail_CCC_OCS,Chrome 87.0.4280.141,,,2021-01-22 11:53:15,2021-01-22 11:53:56,40.946s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_CCC_OCS/View_Detail_CCC_OCS.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:53:15,2021-01-22 11:53:56,40.844s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for CCC OCS/TC_Export_Data_CCC_OCS,Chrome 87.0.4280.141,,,2021-01-22 11:53:56,2021-01-22 11:54:05,9.585s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_CCC_OCS/Export_Data_CCC_OCS.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:53:56,2021-01-22 11:54:05,9.506s,PASSED
