Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Track_Invoice_System_Correction,Chrome 87.0.4280.88,,,2020-12-21 18:31:30,2020-12-21 18:32:08,38.208s,FAILED
,,,,,,,
Test Cases/IST_Real/TRIS/Track_Invoice_System_Correction,Chrome 87.0.4280.88,,,2020-12-21 18:31:30,2020-12-21 18:32:08,38.044s,FAILED
"runFeatureFile(""Include/features/IST_Real/TRIS/Track_Invoice_System_Correction.feature"")",Chrome 87.0.4280.88,,,2020-12-21 18:31:31,2020-12-21 18:32:08,37.878s,FAILED
