Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DRC_IST_Tracker,Chrome 85.0.4183.102,,,2020-09-22 03:16:47,2020-09-22 03:19:13,2m - 25.974s,FAILED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_Database,Chrome 85.0.4183.102,,,2020-09-22 03:16:47,2020-09-22 03:17:45,57.609s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_Database.feature"")",Chrome 85.0.4183.102,,,2020-09-22 03:16:48,2020-09-22 03:17:45,57.413s,PASSED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_Oasys,Chrome 85.0.4183.102,,,2020-09-22 03:17:45,2020-09-22 03:18:21,36.439s,FAILED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_Oasys.feature"")",Chrome 85.0.4183.102,,,2020-09-22 03:17:45,2020-09-22 03:18:21,36.349s,FAILED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_LDAP,Chrome 85.0.4183.102,,,2020-09-22 03:18:21,2020-09-22 03:18:30,8.661s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_LDAP.feature"")",Chrome 85.0.4183.102,,,2020-09-22 03:18:21,2020-09-22 03:18:30,8.574s,PASSED
,,,,,,,
Test Cases/DRC/IST_Tracker/DRC_IST_Tracker-Connection_to_CZ,Chrome 85.0.4183.102,,,2020-09-22 03:18:30,2020-09-22 03:19:13,43.060s,PASSED
"runFeatureFile(""Include/features/DRC/IST_Tracker/Connection_to_CZ.feature"")",Chrome 85.0.4183.102,,,2020-09-22 03:18:30,2020-09-22 03:19:13,42.969s,PASSED
