Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_BUKALAPAK_B2B,Chrome 86.0.4240.80,,,2020-10-20 17:15:27,2020-10-20 17:30:38,15m - 11.523s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BUKALAPAK/TC BUKALAPAK - Update Tbl CDS CDC TRKRegMistake,Chrome 86.0.4240.80,,,2020-10-20 17:15:27,2020-10-20 17:15:30,3.182s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BUKALAPAK/Update_Tbl_CDS_CDC_TRK_RegMistake.feature"")",Chrome 86.0.4240.80,,,2020-10-20 17:15:27,2020-10-20 17:15:30,2.957s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BUKALAPAK/TC BUKALAPAK - Contract Dispatcher BUKALAPAK B2B,Chrome 86.0.4240.80,,,2020-10-20 17:15:30,2020-10-20 17:16:23,52.850s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BUKALAPAK/Contract_Dispatcher_BUKALAPAK_B2B.feature"")",Chrome 86.0.4240.80,,,2020-10-20 17:15:30,2020-10-20 17:16:23,52.770s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BUKALAPAK/TC BUKALAPAK - Update Tbl CDS CDC TRKRegMistake,Chrome 86.0.4240.80,,,2020-10-20 17:16:23,2020-10-20 17:16:24,0.841s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BUKALAPAK/Update_Tbl_CDS_CDC_TRK_RegMistake.feature"")",Chrome 86.0.4240.80,,,2020-10-20 17:16:23,2020-10-20 17:16:24,0.838s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BUKALAPAK/TC BUKALAPAK - Claim Contract BUKALAPAK then Save it Without Register Any Mistakes,Chrome 86.0.4240.80,,,2020-10-20 17:16:24,2020-10-20 17:17:05,40.708s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BUKALAPAK/Claim_Contract_BUKALAPAK_B2B_then_Save_it_Without_Register_Any_Mistakes.feature"")",Chrome 86.0.4240.80,,,2020-10-20 17:16:24,2020-10-20 17:17:05,40.629s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BUKALAPAK/TC BUKALAPAK - Update Tbl CDS CDC TRKRegMistake,Chrome 86.0.4240.80,,,2020-10-20 17:17:05,2020-10-20 17:17:05,0.835s,PASSED
"runFeatureFile(""Include/features/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BUKALAPAK/Update_Tbl_CDS_CDC_TRK_RegMistake.feature"")",Chrome 86.0.4240.80,,,2020-10-20 17:17:05,2020-10-20 17:17:05,0.831s,PASSED
,,,,,,,
Test Cases/IST_Real/CONTRACT_DISPATCHER_DONA_B2B/BUKALAPAK/TC BUKALAPAK - Pick Mistake Without Choose Dropdown Mistake Type,Chrome 86.0.4240.80,,,2020-10-20 17:17:05,2020-10-20 17:17:56,50.173s,PASSED
