Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RTD,Chrome 87.0.4280.141,,,2021-01-22 11:49:28,2021-01-22 11:49:38,9.211s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Failed_Due_to_Not_Supported_Bank,Chrome 87.0.4280.141,,,2021-01-22 11:49:28,2021-01-22 11:49:32,3.536s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Failed_Due_to_Not_Supported_Bank.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:49:29,2021-01-22 11:49:32,3.372s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Eligible_to_Disburse,Chrome 87.0.4280.141,,,2021-01-22 11:49:32,2021-01-22 11:49:33,0.544s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Eligible_to_Disburse.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:49:32,2021-01-22 11:49:33,0.425s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Ready_to_Disburse,Chrome 87.0.4280.141,,,2021-01-22 11:49:33,2021-01-22 11:49:33,0.324s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Ready_to_Disburse.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:49:33,2021-01-22 11:49:33,0.243s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Waiting_for_Approval_from_InPayment,Chrome 87.0.4280.141,,,2021-01-22 11:49:33,2021-01-22 11:49:33,0.326s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Waiting_for_Approval_from_InPayment.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:49:33,2021-01-22 11:49:33,0.248s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_DONE,Chrome 87.0.4280.141,,,2021-01-22 11:49:33,2021-01-22 11:49:34,0.399s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_DONE.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:49:33,2021-01-22 11:49:34,0.321s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Waiting_Approval_From_Risk,Chrome 87.0.4280.141,,,2021-01-22 11:49:34,2021-01-22 11:49:34,0.355s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Waiting_Approval_From_Risk.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:49:34,2021-01-22 11:49:34,0.265s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Manual_DIsbursment,Chrome 87.0.4280.141,,,2021-01-22 11:49:34,2021-01-22 11:49:36,1.523s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Manual_DIsbursment.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:49:34,2021-01-22 11:49:36,1.385s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_is_Not_Eligible_to_Disburse,Chrome 87.0.4280.141,,,2021-01-22 11:49:36,2021-01-22 11:49:36,0.438s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_is_Not_Eligible_to_Disburse.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:49:36,2021-01-22 11:49:36,0.359s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Insufficient_Fund,Chrome 87.0.4280.141,,,2021-01-22 11:49:36,2021-01-22 11:49:36,0.314s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Insufficient_Fund.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:49:36,2021-01-22 11:49:36,0.238s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Failed_Due_to_System_Error,Chrome 87.0.4280.141,,,2021-01-22 11:49:36,2021-01-22 11:49:37,0.319s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Failed_Due_to_System_Error.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:49:36,2021-01-22 11:49:37,0.242s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Success_to_Disburse,Chrome 87.0.4280.141,,,2021-01-22 11:49:37,2021-01-22 11:49:37,0.318s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Success_to_Disburse.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:49:37,2021-01-22 11:49:37,0.243s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Failed_Due_to_Invalid_Bank_Account,Chrome 87.0.4280.141,,,2021-01-22 11:49:37,2021-01-22 11:49:37,0.311s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Failed_Due_to_Invalid_Bank_Account.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:49:37,2021-01-22 11:49:37,0.231s,PASSED
,,,,,,,
Test Cases/RTD/TC_Check_MPF_Waiting_Partner_Confirmation,Chrome 87.0.4280.141,,,2021-01-22 11:49:37,2021-01-22 11:49:38,0.302s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Check_MPF_Waiting_Partner_Confirmation.feature"")",Chrome 87.0.4280.141,,,2021-01-22 11:49:37,2021-01-22 11:49:38,0.229s,PASSED
