Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Tracker_Invoice_System_Update_Data,Chrome 87.0.4280.88,,,2020-12-21 18:26:33,2020-12-21 18:27:52,1m - 19.707s,FAILED
,,,,,,,
Test Cases/IST_Real/TRIS/Tracker_Invoice_System_Update_Data,Chrome 87.0.4280.88,,,2020-12-21 18:26:33,2020-12-21 18:27:52,1m - 19.537s,FAILED
"runFeatureFile(""Include/features/IST_Real/TRIS/Tracker_Invoice_System_Update_Data.feature"")",Chrome 87.0.4280.88,,,2020-12-21 18:26:33,2020-12-21 18:27:52,1m - 19.368s,FAILED
