Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DRC_ISTools,Chrome 87.0.4280.88,,,2020-12-09 05:29:26,2020-12-09 05:31:52,2m - 25.776s,FAILED
,,,,,,,
Test Cases/DRC/ISTools/DRC_ISTools_Connection_to_Database,Chrome 87.0.4280.88,,,2020-12-09 05:29:26,2020-12-09 05:30:07,40.319s,PASSED
"runFeatureFile(""Include/features/DRC/ISTools/Connection_to_Database.feature"")",Chrome 87.0.4280.88,,,2020-12-09 05:29:27,2020-12-09 05:30:07,40.132s,PASSED
,,,,,,,
Test Cases/DRC/ISTools/DRC_ISTools_Connection_to_LDAP,Chrome 87.0.4280.88,,,2020-12-09 05:30:07,2020-12-09 05:30:09,2.259s,PASSED
"runFeatureFile(""Include/features/DRC/ISTools/Connection_to_LDAP.feature"")",Chrome 87.0.4280.88,,,2020-12-09 05:30:07,2020-12-09 05:30:09,2.167s,PASSED
,,,,,,,
Test Cases/DRC/ISTools/DRC_ISTools_Send_Email,Chrome 87.0.4280.88,,,2020-12-09 05:30:09,2020-12-09 05:30:56,46.912s,FAILED
"runFeatureFile(""Include/features/DRC/ISTools/Send_Email.feature"")",Chrome 87.0.4280.88,,,2020-12-09 05:30:09,2020-12-09 05:30:56,46.829s,FAILED
,,,,,,,
Test Cases/DRC/ISTools/DRC_ISTools_Connection_to_FTP_DataON_Sunfish_Server,Chrome 87.0.4280.88,,,2020-12-09 05:30:56,2020-12-09 05:31:05,9.217s,PASSED
"runFeatureFile(""Include/features/DRC/ISTools/Connection_to_FTP_DataON_Sunfish_Server.feature"")",Chrome 87.0.4280.88,,,2020-12-09 05:30:56,2020-12-09 05:31:05,9.130s,PASSED
,,,,,,,
Test Cases/DRC/ISTools/DRC_ISTools_Connection_to_FTP_Workaround_Server,Chrome 87.0.4280.88,,,2020-12-09 05:31:05,2020-12-09 05:31:52,46.852s,PASSED
"runFeatureFile(""Include/features/DRC/ISTools/Connection_to_FTP_Workaround_Server.feature"")",Chrome 87.0.4280.88,,,2020-12-09 05:31:05,2020-12-09 05:31:52,46.769s,PASSED
