Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Hold_Payment_Configuration,Chrome 87.0.4280.141,,,2021-01-22 13:36:12,2021-01-22 13:37:50,1m - 37.340s,PASSED
,,,,,,,
Test Cases/RTD/Hold Payment Configuration/TC_Release_Schedule,Chrome 87.0.4280.141,,,2021-01-22 13:36:13,2021-01-22 13:36:28,15.564s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Hold Payment Configuration/Release_Schedule.feature"")",Chrome 87.0.4280.141,,,2021-01-22 13:36:13,2021-01-22 13:36:28,15.395s,PASSED
,,,,,,,
Test Cases/RTD/Hold Payment Configuration/TC_Add_New_Schedule,Chrome 87.0.4280.141,,,2021-01-22 13:36:28,2021-01-22 13:36:51,22.882s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Hold Payment Configuration/Add_New_Schedule.feature"")",Chrome 87.0.4280.141,,,2021-01-22 13:36:28,2021-01-22 13:36:51,22.792s,PASSED
,,,,,,,
Test Cases/RTD/Hold Payment Configuration/TC_Date_is_NULL,Chrome 87.0.4280.141,,,2021-01-22 13:36:51,2021-01-22 13:37:31,39.853s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Hold Payment Configuration/Date_is_NULL.feature"")",Chrome 87.0.4280.141,,,2021-01-22 13:36:51,2021-01-22 13:37:31,39.773s,PASSED
,,,,,,,
Test Cases/RTD/Hold Payment Configuration/TC_Start_Date_Greater_than_Release_Date,Chrome 87.0.4280.141,,,2021-01-22 13:37:31,2021-01-22 13:37:50,18.863s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Hold Payment Configuration/Start_Date_Greater_than_Release_Date.feature"")",Chrome 87.0.4280.141,,,2021-01-22 13:37:31,2021-01-22 13:37:50,18.783s,PASSED
