Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Dashboard_for_BO_In_Payment,Chrome 87.0.4280.141,,,2021-01-19 21:14:33,2021-01-19 21:18:49,4m - 15.951s,FAILED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Search_by_Status,Chrome 87.0.4280.141,,,2021-01-19 21:14:34,2021-01-19 21:17:57,3m - 22.904s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Search_by_Status.feature"")",Chrome 87.0.4280.141,,,2021-01-19 21:14:34,2021-01-19 21:17:57,3m - 22.723s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_View_Detail,Chrome 87.0.4280.141,,,2021-01-19 21:17:57,2021-01-19 21:17:57,0.208s,FAILED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/V.feature"")",Chrome 87.0.4280.141,,,2021-01-19 21:17:57,2021-01-19 21:17:57,0.123s,FAILED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Export_Data,Chrome 87.0.4280.141,,,2021-01-19 21:17:57,2021-01-19 21:18:07,9.841s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Export_Data.feature"")",Chrome 87.0.4280.141,,,2021-01-19 21:17:57,2021-01-19 21:18:07,9.756s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Generate_Outpayment,Chrome 87.0.4280.141,,,2021-01-19 21:18:07,2021-01-19 21:18:43,35.915s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Generate_Outpayment.feature"")",Chrome 87.0.4280.141,,,2021-01-19 21:18:07,2021-01-19 21:18:43,35.836s,PASSED
,,,,,,,
Test Cases/RTD/Dashboard for BO in Payment/TC_Search_by_Contract_Number,Chrome 87.0.4280.141,,,2021-01-19 21:18:43,2021-01-19 21:18:49,6.889s,PASSED
"runFeatureFile(""Include/features/IST_Real/RTD/Dashboard_for_BO_In_Payment/Search_by_Contract_Number.feature"")",Chrome 87.0.4280.141,,,2021-01-19 21:18:43,2021-01-19 21:18:49,6.812s,PASSED
